	Microbe	Supplementation	Microbe_Supplementation	Time	Rep	Root_Length		
1534	F16	3OMG	F16_3OMG	72h	4	2.148		
1535	F16	3OMG	F16_3OMG	72h	4	2.433		
1536	F16	3OMG	F16_3OMG	72h	4	2.586		
1537	F16	3OMG	F16_3OMG	72h	4	2.516		
1538	F16	3OMG	F16_3OMG	72h	4	2.302		
1539	F16	3OMG	F16_3OMG	72h	4	1.778		
1540	F16	3OMG	F16_3OMG	72h	4	2.484		
1541	F16	3OMG	F16_3OMG	72h	4	2.235		
1542	F16	3OMG	F16_3OMG	72h	4	1.799		
1543	F16	3OMG	F16_3OMG	72h	4	2.543		
1544	F16	3OMG	F16_3OMG	72h	4	2.222		
1545	F16	3OMG	F16_3OMG	72h	4	2.17		
1546	F16	3OMG	F16_3OMG	72h	4	2.109		
1547	F16	3OMG	F16_3OMG	72h	4	2.6		
1548	F16	3OMG	F16_3OMG	72h	4	1.662		
1549	F16	3OMG	F16_3OMG	72h	4	2.366		
1550	F16	3OMG	F16_3OMG	72h	4	2.461		
1551	F16	3OMG	F16_3OMG	72h	4	1.699		
1552	F16	3OMG	F16_3OMG	72h	4	2.235		
1553	F16	3OMG	F16_3OMG	72h	4	2.264		
1554	F16	3OMG	F16_3OMG	72h	4	2.302		
1555	F16	3OMG	F16_3OMG	72h	4	3.622		
1556	F16	3OMG	F16_3OMG	72h	4	1.989		
1557	F16	3OMG	F16_3OMG	72h	4	2.21		
1558	F16	3OMG	F16_3OMG	72h	4	2.323		
1559	F16	3OMG	F16_3OMG	72h	4	3.635		
1560	F16	3OMG	F16_3OMG	72h	4	2.148		
1561	F16	3OMG	F16_3OMG	72h	4	2.06		
1562	F16	3OMG	F16_3OMG	72h	4	1.284		
1563	F16	3OMG	F16_3OMG	72h	4	2.567		
1564	F16	3OMG	F16_3OMG	72h	4	2.28		
1565	F16	3OMG	F16_3OMG	72h	4	2.698		
1566	F16	3OMG	F16_3OMG	72h	4	2.446		
1567	F16	3OMG	F16_3OMG	72h	4	1.27		
1568	F16	3OMG	F16_3OMG	72h	4	2.674		
1569	F16	3OMG	F16_3OMG	72h	4	1.323		
1570	F16	3OMG	F16_3OMG	72h	4	2.798		
1571	F16	3OMG	F16_3OMG	72h	4	2.148		
1572	F16	3OMG	F16_3OMG	72h	4	1.644		
1573	F16	3OMG	F16_3OMG	72h	4	2.323		
1574	F16	3OMG	F16_3OMG	72h	4	1.407		
1575	F16	3OMG	F16_3OMG	72h	4	2.078		
1576	F16	3OMG	F16_3OMG	72h	4	2.178		
1577	F16	3OMG	F16_3OMG	72h	4	2.411		
1578	F16	3OMG	F16_3OMG	72h	4	2.782		
1579	F16	3OMG	F16_3OMG	72h	4	1.972		
1580	F16	3OMG	F16_3OMG	72h	4	1.974		
1581	F16	3OMG	F16_3OMG	72h	4	1.274		
1582	F16	3OMG	F16_3OMG	72h	4	1.936		
1583	F16	3OMG	F16_3OMG	72h	4	1.74		
1584	F16	3OMG	F16_3OMG	72h	4	1.544		
1585	F16	3OMG	F16_3OMG	72h	4	1.621		
1586	F16	3OMG	F16_3OMG	72h	4	1.972		
1587	F16	3OMG	F16_3OMG	72h	4	1.797		
1588	F16	3OMG	F16_3OMG	72h	4	2.461		
1589	F16	3OMG	F16_3OMG	72h	4	2.567		
1590	F16	3OMG	F16_3OMG	72h	4	1.684		
1591	F16	3OMG	F16_3OMG	72h	4	2.178		
1592	F16	3OMG	F16_3OMG	72h	4	2.178		
1593	F16	3OMG	F16_3OMG	72h	4	1.962		
1594	F16	3OMG	F16_3OMG	72h	4	2.005		
1595	F16	3OMG	F16_3OMG	72h	4	1.27		
1596	F16	3OMG	F16_3OMG	72h	4	1.995		
1597	F16	3OMG	F16_3OMG	72h	4	1.972		
1598	F16	3OMG	F16_3OMG	72h	4	1.577		
1599	F16	3OMG	F16_3OMG	72h	4	2.433		
1600	F16	3OMG	F16_3OMG	72h	4	2.266		
1601	M.free	Water	M.free_Water	1week	1	7.728		
1602	M.free	Water	M.free_Water	1week	1	7.248		
1603	M.free	Water	M.free_Water	1week	1	12.442		
1604	M.free	Water	M.free_Water	1week	1	8.647		
1605	M.free	Water	M.free_Water	1week	1	6.95		
1606	M.free	Water	M.free_Water	1week	1	12.473		
1607	M.free	Water	M.free_Water	1week	1	15.202		
1608	M.free	Water	M.free_Water	1week	1	11.021		
1609	M.free	Water	M.free_Water	1week	1	12.415		
1610	M.free	Water	M.free_Water	1week	1	10.57		
1611	M.free	Water	M.free_Water	1week	1	9.992		
1612	M.free	Water	M.free_Water	1week	1	13.212		
1613	M.free	Water	M.free_Water	1week	1	11.093		
1614	M.free	Water	M.free_Water	1week	1	6.986		
1615	M.free	Water	M.free_Water	1week	1	15.873		
1616	M.free	Water	M.free_Water	1week	1	9.164		
1617	M.free	Water	M.free_Water	1week	1	10.722		
1618	M.free	Water	M.free_Water	1week	1	6.604		
1619	M.free	Water	M.free_Water	1week	1	14.051		
1620	M.free	Water	M.free_Water	1week	1	10.419		
1621	M.free	Water	M.free_Water	1week	1	10.59		
1622	M.free	Water	M.free_Water	1week	1	10.078		
1623	M.free	Water	M.free_Water	1week	1	12.789		
1624	M.free	Water	M.free_Water	1week	1	4.995		
1625	M.free	Water	M.free_Water	1week	1	14.23		
1626	M.free	Water	M.free_Water	1week	1	9.06		
1627	M.free	Water	M.free_Water	1week	1	7.619		
1628	M.free	Water	M.free_Water	1week	1	6.946		
1629	M.free	Water	M.free_Water	1week	1	11.096		
1630	M.free	Water	M.free_Water	1week	1	11.686		
1631	M.free	Water	M.free_Water	1week	1	8.978		
1632	M.free	Water	M.free_Water	1week	1	12.739		
1633	M.free	Water	M.free_Water	1week	1	9.288		
1634	M.free	Water	M.free_Water	1week	1	12.195		
1635	M.free	Water	M.free_Water	1week	1	10.334		
1636	M.free	Water	M.free_Water	1week	1	5.415		
1637	M.free	Water	M.free_Water	1week	1	8.727		
1638	M.free	Water	M.free_Water	1week	1	9.659		
1639	M.free	Water	M.free_Water	1week	1	6.968		
1640	M.free	Water	M.free_Water	1week	1	9.431		
1641	M.free	Water	M.free_Water	1week	1	8.531		
1642	M.free	Water	M.free_Water	1week	1	7.964		
1643	M.free	Water	M.free_Water	1week	1	7.154		
1644	M.free	Water	M.free_Water	1week	1	6.182		
1645	M.free	Water	M.free_Water	1week	1	9.493		
1646	M.free	Water	M.free_Water	1week	1	8.558		
1647	M.free	Water	M.free_Water	1week	1	7.848		
1648	M.free	Water	M.free_Water	1week	1	11.387		
1649	M.free	Water	M.free_Water	1week	1	7.119		
1650	M.free	Water	M.free_Water	1week	1	9.148		
1651	M.free	Water	M.free_Water	1week	1	9.314		
1652	M.free	Water	M.free_Water	1week	1	5.786		
1653	M.free	Water	M.free_Water	1week	1	10.029		
1654	M.free	Water	M.free_Water	1week	1	6.692		
1655	M.free	Water	M.free_Water	1week	1	7.509		
1656	M.free	Water	M.free_Water	1week	1	9.328		
1657	M.free	Water	M.free_Water	1week	1	7.62		
1658	M.free	Water	M.free_Water	1week	1	5.586		
1659	M.free	Water	M.free_Water	1week	1	7.112		
1660	M.free	Water	M.free_Water	1week	1	6.856		
1661	M.free	Water	M.free_Water	1week	1	7.955		
1662	M.free	Water	M.free_Water	1week	1	8.044		
1663	M.free	Water	M.free_Water	1week	1	4.94		
1664	M.free	Water	M.free_Water	1week	1	6.37		
1665	M.free	Water	M.free_Water	1week	1	7.538		
1666	M.free	Water	M.free_Water	1week	1	5.61		
1667	M.free	Water	M.free_Water	1week	1	9.151		
1668	M.free	Water	M.free_Water	1week	1	8.72		
1669	M.free	Water	M.free_Water	1week	1	6.011		
1670	M.free	Water	M.free_Water	1week	1	9.832		
1671	M.free	Water	M.free_Water	1week	1	7.534		
1672	M.free	Water	M.free_Water	1week	1	13.64		
1673	M.free	Water	M.free_Water	1week	1	9.826		
1674	M.free	Water	M.free_Water	1week	1	8.933		
1675	M.free	Water	M.free_Water	1week	1	11.021		
1676	M.free	Water	M.free_Water	1week	1	10.62		
1677	M.free	Water	M.free_Water	1week	1	7.705		
1678	M.free	Water	M.free_Water	1week	1	9.684		
1679	M.free	Water	M.free_Water	1week	1	11.772		
1680	M.free	Water	M.free_Water	1week	1	9.836		
1681	M.free	Water	M.free_Water	1week	1	6.178		
1682	M.free	Water	M.free_Water	1week	1	10.149		
1683	M.free	Water	M.free_Water	1week	1	8.482		
1684	M.free	Water	M.free_Water	1week	1	7.183		
1685	M.free	Water	M.free_Water	1week	1	5.84		
1686	M.free	Water	M.free_Water	1week	1	11.127		
1687	M.free	Water	M.free_Water	1week	1	9.061		
1688	M.free	Water	M.free_Water	1week	1	11.444		
1689	M.free	Water	M.free_Water	1week	1	5.488		
1690	M.free	Water	M.free_Water	1week	1	8.126		
1691	M.free	Water	M.free_Water	1week	1	8.657		
1692	M.free	Water	M.free_Water	1week	1	9.164		
1693	M.free	Water	M.free_Water	1week	1	7.812		
1694	M.free	Water	M.free_Water	1week	1	10.086		
1695	M.free	Water	M.free_Water	1week	1	10.675		
1696	M.free	Water	M.free_Water	1week	1	6.771		
1697	M.free	Water	M.free_Water	1week	1	6.937		
1698	M.free	Water	M.free_Water	1week	1	4.527		
1699	M.free	Water	M.free_Water	1week	1	9.569		
1700	M.free	Water	M.free_Water	1week	1	9.841		
1701	M.free	Water	M.free_Water	1week	2	6.961		
1702	M.free	Water	M.free_Water	1week	2	7.221		
1703	M.free	Water	M.free_Water	1week	2	12.534		
1704	M.free	Water	M.free_Water	1week	2	4.737		
1705	M.free	Water	M.free_Water	1week	2	11.538		
1706	M.free	Water	M.free_Water	1week	2	7.045		
1707	M.free	Water	M.free_Water	1week	2	6.37		
1708	M.free	Water	M.free_Water	1week	2	10.673		
1709	M.free	Water	M.free_Water	1week	2	9.08		
1710	M.free	Water	M.free_Water	1week	2	10.867		
1711	M.free	Water	M.free_Water	1week	2	11.347		
1712	M.free	Water	M.free_Water	1week	2	9.314		
1713	M.free	Water	M.free_Water	1week	2	7.13		
1714	M.free	Water	M.free_Water	1week	2	6.623		
1715	M.free	Water	M.free_Water	1week	2	8.343		
1716	M.free	Water	M.free_Water	1week	2	11.634		
1717	M.free	Water	M.free_Water	1week	2	11.725		
1718	M.free	Water	M.free_Water	1week	2	9.151		
1719	M.free	Water	M.free_Water	1week	2	9.924		
1720	M.free	Water	M.free_Water	1week	2	9.372		
1721	M.free	Water	M.free_Water	1week	2	9.489		
1722	M.free	Water	M.free_Water	1week	2	10.925		
1723	M.free	Water	M.free_Water	1week	2	11.178		
1724	M.free	Water	M.free_Water	1week	2	10.005		
1725	M.free	Water	M.free_Water	1week	2	8.051		
1726	M.free	Water	M.free_Water	1week	2	12.21		
1727	M.free	Water	M.free_Water	1week	2	8.605		
1728	M.free	Water	M.free_Water	1week	2	13.338		
1729	M.free	Water	M.free_Water	1week	2	12.151		
1730	M.free	Water	M.free_Water	1week	2	13.041		
1731	M.free	Water	M.free_Water	1week	2	11.364		
1732	M.free	Water	M.free_Water	1week	2	11.226		
1733	M.free	Water	M.free_Water	1week	2	11.706		
1734	M.free	Water	M.free_Water	1week	2	11.529		
1735	M.free	Water	M.free_Water	1week	2	11.958		
1736	M.free	Water	M.free_Water	1week	2	13.932		
1737	M.free	Water	M.free_Water	1week	2	9.278		
1738	M.free	Water	M.free_Water	1week	2	12.5		
1739	M.free	Water	M.free_Water	1week	2	12.651		
1740	M.free	Water	M.free_Water	1week	2	7.313		
1741	M.free	Water	M.free_Water	1week	2	7.859		
1742	M.free	Water	M.free_Water	1week	2	8.297		
1743	M.free	Water	M.free_Water	1week	2	10.628		
1744	M.free	Water	M.free_Water	1week	2	12.981		
1745	M.free	Water	M.free_Water	1week	2	13.605		
1746	M.free	Water	M.free_Water	1week	2	13.558		
1747	M.free	Water	M.free_Water	1week	2	5.349		
1748	M.free	Water	M.free_Water	1week	2	13.979		
1749	M.free	Water	M.free_Water	1week	2	12.46		
1750	M.free	Water	M.free_Water	1week	2	9.776		
1751	M.free	Water	M.free_Water	1week	2	8.636		
1752	M.free	Water	M.free_Water	1week	2	6.602		
1753	M.free	Water	M.free_Water	1week	2	8.404		
1754	M.free	Water	M.free_Water	1week	2	10.421		
1755	M.free	Water	M.free_Water	1week	2	9.938		
1756	M.free	Water	M.free_Water	1week	2	7.848		
1757	M.free	Water	M.free_Water	1week	2	13.24		
1758	M.free	Water	M.free_Water	1week	2	7.092		
1759	M.free	Water	M.free_Water	1week	2	6.008		
1760	M.free	Water	M.free_Water	1week	2	12.195		
1761	M.free	Water	M.free_Water	1week	2	10.763		
1762	M.free	Water	M.free_Water	1week	2	12.283		
1763	M.free	Water	M.free_Water	1week	2	12.389		
1764	M.free	Water	M.free_Water	1week	2	8.897		
1765	M.free	Water	M.free_Water	1week	2	12.665		
1766	M.free	Water	M.free_Water	1week	2	15.983		
1767	M.free	Water	M.free_Water	1week	2	12.375		
1768	M.free	Water	M.free_Water	1week	2	10.973		
1769	M.free	Water	M.free_Water	1week	2	11.102		
1770	M.free	Water	M.free_Water	1week	2	9.06		
1771	M.free	Water	M.free_Water	1week	2	12.536		
1772	M.free	Water	M.free_Water	1week	2	6.263		
1773	M.free	Water	M.free_Water	1week	2	8.657		
1774	M.free	Water	M.free_Water	1week	2	13.887		
1775	M.free	Water	M.free_Water	1week	2	16.369		
1776	M.free	Water	M.free_Water	1week	2	9.156		
1777	M.free	Water	M.free_Water	1week	2	14.504		
1778	M.free	Water	M.free_Water	1week	2	4.624		
1779	M.free	Water	M.free_Water	1week	2	8.477		
1780	M.free	Water	M.free_Water	1week	2	10.107		
1781	M.free	Water	M.free_Water	1week	2	9.061		
1782	M.free	Water	M.free_Water	1week	2	6.604		
1783	M.free	Water	M.free_Water	1week	2	13.65		
1784	M.free	Water	M.free_Water	1week	2	12.115		
1785	M.free	Water	M.free_Water	1week	2	10.654		
1786	M.free	Water	M.free_Water	1week	2	12.908		
1787	M.free	Water	M.free_Water	1week	2	4.999		
1788	M.free	Water	M.free_Water	1week	2	14.834		
1789	M.free	Water	M.free_Water	1week	2	13.891		
1790	M.free	Water	M.free_Water	1week	2	12.789		
1791	M.free	Water	M.free_Water	1week	2	10.334		
1792	M.free	Water	M.free_Water	1week	2	12.539		
1793	M.free	Water	M.free_Water	1week	2	7.89		
1794	M.free	Water	M.free_Water	1week	2	11.792		
1795	M.free	Water	M.free_Water	1week	2	10.443		
1796	M.free	Water	M.free_Water	1week	2	9.203		
1797	M.free	Water	M.free_Water	1week	2	13.428		
1798	M.free	Water	M.free_Water	1week	2	13.053		
1799	M.free	Water	M.free_Water	1week	2	11.437		
1800	M.free	Water	M.free_Water	1week	2	6.882		
1801	M.free	Water	M.free_Water	1week	3	11.037		
1802	M.free	Water	M.free_Water	1week	3	10.276		
1803	M.free	Water	M.free_Water	1week	3	11.37		
1804	M.free	Water	M.free_Water	1week	3	11.687		
1805	M.free	Water	M.free_Water	1week	3	9.634		
1806	M.free	Water	M.free_Water	1week	3	9.653		
1807	M.free	Water	M.free_Water	1week	3	9.96		
1808	M.free	Water	M.free_Water	1week	3	12.366		
1809	M.free	Water	M.free_Water	1week	3	11.707		
1810	M.free	Water	M.free_Water	1week	3	13.988		
1811	M.free	Water	M.free_Water	1week	3	10.848		
1812	M.free	Water	M.free_Water	1week	3	9.582		
1813	M.free	Water	M.free_Water	1week	3	7.025		
1814	M.free	Water	M.free_Water	1week	3	12.534		
1815	M.free	Water	M.free_Water	1week	3	11.901		
1816	M.free	Water	M.free_Water	1week	3	12.195		
1817	M.free	Water	M.free_Water	1week	3	10.941		
1818	M.free	Water	M.free_Water	1week	3	11.099		
1819	M.free	Water	M.free_Water	1week	3	9.278		
1820	M.free	Water	M.free_Water	1week	3	7.96		
1821	M.free	Water	M.free_Water	1week	3	5.518		
1822	M.free	Water	M.free_Water	1week	3	8.651		
1823	M.free	Water	M.free_Water	1week	3	8.805		
1824	M.free	Water	M.free_Water	1week	3	9.653		
1825	M.free	Water	M.free_Water	1week	3	8.975		
1826	M.free	Water	M.free_Water	1week	3	9.908		
1827	M.free	Water	M.free_Water	1week	3	11.692		
1828	M.free	Water	M.free_Water	1week	3	9.402		
1829	M.free	Water	M.free_Water	1week	3	11.435		
1830	M.free	Water	M.free_Water	1week	3	9.503		
1831	M.free	Water	M.free_Water	1week	3	10.421		
1832	M.free	Water	M.free_Water	1week	3	12.028		
1833	M.free	Water	M.free_Water	1week	3	11.861		
1834	M.free	Water	M.free_Water	1week	3	6.179		
1835	M.free	Water	M.free_Water	1week	3	8.29		
1836	M.free	Water	M.free_Water	1week	3	8.439		
1837	M.free	Water	M.free_Water	1week	3	8.298		
1838	M.free	Water	M.free_Water	1week	3	9.328		
1839	M.free	Water	M.free_Water	1week	3	9.487		
1840	M.free	Water	M.free_Water	1week	3	10.077		
1841	M.free	Water	M.free_Water	1week	3	5.331		
1842	M.free	Water	M.free_Water	1week	3	8.343		
1843	M.free	Water	M.free_Water	1week	3	7.619		
1844	M.free	Water	M.free_Water	1week	3	5.585		
1845	M.free	Water	M.free_Water	1week	3	5.585		
1846	M.free	Water	M.free_Water	1week	3	10.602		
1847	M.free	Water	M.free_Water	1week	3	9.426		
1848	M.free	Water	M.free_Water	1week	3	9.061		
1849	M.free	Water	M.free_Water	1week	3	8.52		
1850	M.free	Water	M.free_Water	1week	3	13.219		
1851	M.free	Water	M.free_Water	1week	3	10.367		
1852	M.free	Water	M.free_Water	1week	3	9.06		
1853	M.free	Water	M.free_Water	1week	3	8.044		
1854	M.free	Water	M.free_Water	1week	3	8.157		
1855	M.free	Water	M.free_Water	1week	3	14.419		
1856	M.free	Water	M.free_Water	1week	3	9.931		
1857	M.free	Water	M.free_Water	1week	3	12.365		
1858	M.free	Water	M.free_Water	1week	3	9.317		
1859	M.free	Water	M.free_Water	1week	3	10.503		
1860	M.free	Water	M.free_Water	1week	3	13.466		
1861	M.free	Water	M.free_Water	1week	3	9.18		
1862	M.free	Water	M.free_Water	1week	3	10.508		
1863	M.free	Water	M.free_Water	1week	3	7.619		
1864	M.free	Water	M.free_Water	1week	3	11.622		
1865	M.free	Water	M.free_Water	1week	3	10.705		
1866	M.free	Water	M.free_Water	1week	3	9.324		
1867	M.free	Water	M.free_Water	1week	3	7.796		
1868	M.free	Water	M.free_Water	1week	3	15.421		
1869	M.free	Water	M.free_Water	1week	3	11.966		
1870	M.free	Water	M.free_Water	1week	3	13.386		
1871	M.free	Water	M.free_Water	1week	3	13.267		
1872	M.free	Water	M.free_Water	1week	3	13.891		
1873	M.free	Water	M.free_Water	1week	3	11.181		
1874	M.free	Water	M.free_Water	1week	3	10.675		
1875	M.free	Water	M.free_Water	1week	3	11.603		
1876	M.free	Water	M.free_Water	1week	3	9.244		
1877	M.free	Water	M.free_Water	1week	3	11.437		
1878	M.free	Water	M.free_Water	1week	3	12.462		
1879	M.free	Water	M.free_Water	1week	3	9.654		
1880	M.free	Water	M.free_Water	1week	3	8.497		
1881	M.free	Water	M.free_Water	1week	3	15.147		
1882	M.free	Water	M.free_Water	1week	3	7.89		
1883	M.free	Water	M.free_Water	1week	3	7.534		
1884	M.free	Water	M.free_Water	1week	3	9.417		
1885	M.free	Water	M.free_Water	1week	3	10.415		
1886	M.free	Water	M.free_Water	1week	3	10.415		
1887	M.free	Water	M.free_Water	1week	3	7.454		
1888	M.free	Water	M.free_Water	1week	3	12.553		
1889	M.free	Water	M.free_Water	1week	3	5.924		
1890	M.free	Water	M.free_Water	1week	3	9.405		
1891	M.free	Water	M.free_Water	1week	3	9.653		
1892	M.free	Water	M.free_Water	1week	3	9.035		
1893	M.free	Water	M.free_Water	1week	3	7.913		
1894	M.free	Water	M.free_Water	1week	3	8.636		
1895	M.free	Water	M.free_Water	1week	3	8.981		
1896	M.free	Water	M.free_Water	1week	3	8.544		
1897	M.free	Water	M.free_Water	1week	3	10.855		
1898	M.free	Water	M.free_Water	1week	3	10.518		
1899	M.free	Water	M.free_Water	1week	3	15.947		
1900	M.free	Water	M.free_Water	1week	3	5.839		
1901	M.free	Water	M.free_Water	1week	4	13.638		
1902	M.free	Water	M.free_Water	1week	4	10.654		
1903	M.free	Water	M.free_Water	1week	4	11.183		
1904	M.free	Water	M.free_Water	1week	4	12.033		
1905	M.free	Water	M.free_Water	1week	4	12.115		
1906	M.free	Water	M.free_Water	1week	4	11.786		
1907	M.free	Water	M.free_Water	1week	4	11.147		
1908	M.free	Water	M.free_Water	1week	4	9.34		
1909	M.free	Water	M.free_Water	1week	4	17.789		
1910	M.free	Water	M.free_Water	1week	4	16.037		
1911	M.free	Water	M.free_Water	1week	4	11.312		
1912	M.free	Water	M.free_Water	1week	4	6.387		
1913	M.free	Water	M.free_Water	1week	4	9.568		
1914	M.free	Water	M.free_Water	1week	4	8.41		
1915	M.free	Water	M.free_Water	1week	4	8.297		
1916	M.free	Water	M.free_Water	1week	4	6.946		
1917	M.free	Water	M.free_Water	1week	4	11.374		
1918	M.free	Water	M.free_Water	1week	4	12.011		
1919	M.free	Water	M.free_Water	1week	4	9.523		
1920	M.free	Water	M.free_Water	1week	4	9.314		
1921	M.free	Water	M.free_Water	1week	4	5.247		
1922	M.free	Water	M.free_Water	1week	4	12.369		
1923	M.free	Water	M.free_Water	1week	4	10.671		
1924	M.free	Water	M.free_Water	1week	4	10.055		
1925	M.free	Water	M.free_Water	1week	4	12.101		
1926	M.free	Water	M.free_Water	1week	4	7.284		
1927	M.free	Water	M.free_Water	1week	4	9.739		
1928	M.free	Water	M.free_Water	1week	4	7.763		
1929	M.free	Water	M.free_Water	1week	4	11.692		
1930	M.free	Water	M.free_Water	1week	4	14.066		
1931	M.free	Water	M.free_Water	1week	4	10.412		
1932	M.free	Water	M.free_Water	1week	4	11.607		
1933	M.free	Water	M.free_Water	1week	4	9.741		
1934	M.free	Water	M.free_Water	1week	4	11.284		
1935	M.free	Water	M.free_Water	1week	4	8.297		
1936	M.free	Water	M.free_Water	1week	4	11.953		
1937	M.free	Water	M.free_Water	1week	4	11.327		
1938	M.free	Water	M.free_Water	1week	4	6.019		
1939	M.free	Water	M.free_Water	1week	4	9.439		
1940	M.free	Water	M.free_Water	1week	4	5.5		
1941	M.free	Water	M.free_Water	1week	4	9.527		
1942	M.free	Water	M.free_Water	1week	4	9.002		
1943	M.free	Water	M.free_Water	1week	4	9.916		
1944	M.free	Water	M.free_Water	1week	4	11.085		
1945	M.free	Water	M.free_Water	1week	4	12.372		
1946	M.free	Water	M.free_Water	1week	4	8.404		
1947	M.free	Water	M.free_Water	1week	4	4.23		
1948	M.free	Water	M.free_Water	1week	4	12.215		
1949	M.free	Water	M.free_Water	1week	4	9.059		
1950	M.free	Water	M.free_Water	1week	4	10.161		
1951	M.free	Water	M.free_Water	1week	4	10.855		
1952	M.free	Water	M.free_Water	1week	4	11.263		
1953	M.free	Water	M.free_Water	1week	4	9.568		
1954	M.free	Water	M.free_Water	1week	4	10.334		
1955	M.free	Water	M.free_Water	1week	4	11.825		
1956	M.free	Water	M.free_Water	1week	4	11.827		
1957	M.free	Water	M.free_Water	1week	4	9.399		
1958	M.free	Water	M.free_Water	1week	4	10.588		
1959	M.free	Water	M.free_Water	1week	4	7.443		
1960	M.free	Water	M.free_Water	1week	4	9.841		
1961	M.free	Water	M.free_Water	1week	4	13.476		
1962	M.free	Water	M.free_Water	1week	4	12.875		
1963	M.free	Water	M.free_Water	1week	4	8.917		
1964	M.free	Water	M.free_Water	1week	4	7.111		
1965	M.free	Water	M.free_Water	1week	4	10.206		
1966	M.free	Water	M.free_Water	1week	4	5.63		
1967	M.free	Water	M.free_Water	1week	4	11.094		
1968	M.free	Water	M.free_Water	1week	4	11.622		
1969	M.free	Water	M.free_Water	1week	4	11.369		
1970	M.free	Water	M.free_Water	1week	4	10.756		
1971	M.free	Water	M.free_Water	1week	4	8.975		
1972	M.free	Water	M.free_Water	1week	4	7.454		
1973	M.free	Water	M.free_Water	1week	4	6.607		
1974	M.free	Water	M.free_Water	1week	4	13.077		
1975	M.free	Water	M.free_Water	1week	4	11.59		
1976	M.free	Water	M.free_Water	1week	4	10.509		
1977	M.free	Water	M.free_Water	1week	4	13.922		
1978	M.free	Water	M.free_Water	1week	4	10.428		
1979	M.free	Water	M.free_Water	1week	4	10.415		
1980	M.free	Water	M.free_Water	1week	4	11.909		
1981	M.free	Water	M.free_Water	1week	4	4.329		
1982	M.free	Water	M.free_Water	1week	4	6.093		
1983	M.free	Water	M.free_Water	1week	4	10.459		
1984	M.free	Water	M.free_Water	1week	4	11.433		
1985	M.free	Water	M.free_Water	1week	4	9.897		
1986	M.free	Water	M.free_Water	1week	4	8.826		
1987	M.free	Water	M.free_Water	1week	4	7.491		
1988	M.free	Water	M.free_Water	1week	4	6.353		
1989	M.free	Water	M.free_Water	1week	4	6.278		
1990	M.free	Water	M.free_Water	1week	4	8.212		
1991	M.free	Water	M.free_Water	1week	4	7.716		
1992	M.free	Water	M.free_Water	1week	4	6.771		
1993	M.free	Water	M.free_Water	1week	4	9.194		
1994	M.free	Water	M.free_Water	1week	4	9.27		
1995	M.free	Water	M.free_Water	1week	4	11.012		
1996	M.free	Water	M.free_Water	1week	4	6.423		
1997	M.free	Water	M.free_Water	1week	4	7.958		
1998	M.free	Water	M.free_Water	1week	4	8.554		
1999	M.free	Water	M.free_Water	1week	4	5.67		
2000	M.free	Water	M.free_Water	1week	4	15.062		
2001	F16	Water	F16_Water	1week	1	2.713		
2002	F16	Water	F16_Water	1week	1	3.052		
2003	F16	Water	F16_Water	1week	1	2.795		
2004	F16	Water	F16_Water	1week	1	3.476		
2005	F16	Water	F16_Water	1week	1	2.919		
2006	F16	Water	F16_Water	1week	1	2.239		
2007	F16	Water	F16_Water	1week	1	1.882		
2008	F16	Water	F16_Water	1week	1	2.544		
2009	F16	Water	F16_Water	1week	1	2.693		
2010	F16	Water	F16_Water	1week	1	3.484		
2011	F16	Water	F16_Water	1week	1	2.802		
2012	F16	Water	F16_Water	1week	1	1.866		
2013	F16	Water	F16_Water	1week	1	2.288		
2014	F16	Water	F16_Water	1week	1	2.229		
2015	F16	Water	F16_Water	1week	1	2.388		
2016	F16	Water	F16_Water	1week	1	2.494		
2017	F16	Water	F16_Water	1week	1	3.902		
2018	F16	Water	F16_Water	1week	1	2.802		
2019	F16	Water	F16_Water	1week	1	1.441		
2020	F16	Water	F16_Water	1week	1	1.695		
2021	F16	Water	F16_Water	1week	1	2.985		
2022	F16	Water	F16_Water	1week	1	2.628		
2023	F16	Water	F16_Water	1week	1	2.966		
2024	F16	Water	F16_Water	1week	1	2.542		
2025	F16	Water	F16_Water	1week	1	2.146		
2026	F16	Water	F16_Water	1week	1	3.305		
2027	F16	Water	F16_Water	1week	1	2.458		
2028	F16	Water	F16_Water	1week	1	4.068		
2029	F16	Water	F16_Water	1week	1	3.093		
2030	F16	Water	F16_Water	1week	1	2.745		
2031	F16	Water	F16_Water	1week	1	2.886		
2032	F16	Water	F16_Water	1week	1	2.062		
2033	F16	Water	F16_Water	1week	1	2.338		
2034	F16	Water	F16_Water	1week	1	3.475		
2035	F16	Water	F16_Water	1week	1	2.802		
2036	F16	Water	F16_Water	1week	1	3.173		
2037	F16	Water	F16_Water	1week	1	3.221		
2038	F16	Water	F16_Water	1week	1	2.881		
2039	F16	Water	F16_Water	1week	1	2.373		
2040	F16	Water	F16_Water	1week	1	3.39		
2041	F16	Water	F16_Water	1week	1	1.904		
2042	F16	Water	F16_Water	1week	1	2.064		
2043	F16	Water	F16_Water	1week	1	3.991		
2044	F16	Water	F16_Water	1week	1	2.35		
2045	F16	Water	F16_Water	1week	1	2.05		
2046	F16	Water	F16_Water	1week	1	2.282		
2047	F16	Water	F16_Water	1week	1	2.717		
2048	F16	Water	F16_Water	1week	1	1.904		
